step,transactionType,amount,initiator,oldBalInitiator,newBalInitiator,recipient,oldBalRecipient,newBalRecipient,isFraud
74,TRANSFER,86194.04,4325419409165174,3135613.1,3049419.05,4885656974711930,85876.2,172070.24,0
32,TRANSFER,16804.02,4847585552255936,3514384.65,3497580.64,4365998540036510,18828.03,35632.04,1
75,PAYMENT,538.96,4339605210604328,1417108.14,1416569.18,42-0009117,47061.01,47599.96,0
119,DEPOSIT,233549.32,4900883698830470,2878978.2,3112527.52,93-0000217,198379.81,198379.81,0
43,PAYMENT,542.48,4052299241808226,2953278.18,2952735.7,58-0001246,171279.55,171822.04,0
14,DEPOSIT,36433.56,4504271384715538,2345021.05,2381454.61,82-0007942,5152.83,5152.83,0
73,PAYMENT,597.58,4827736570014904,2927525.25,2926927.67,14-0004101,76633.05,77230.63,0
43,PAYMENT,567.49,4942721584051563,2185557.85,2184990.36,33-0008713,114146.91,114714.4,0
131,PAYMENT,576.64,4955509926635357,2250356.14,2249779.49,38-0004088,131149.39,131726.03,0
79,PAYMENT,595.92,4210296312879275,4255191.74,4254595.82,39-0004950,193291.91,193887.83,0
65,PAYMENT,647.41,4639794512331900,2312430.24,2311782.82,95-0005382,133314.23,133961.64,0
45,PAYMENT,21568.78,4004401419393325,4550303.57,4528734.79,85-0007748,48102.03,69670.81,0
141,DEPOSIT,66903.18,4268733248301975,3380875.49,3447778.67,52-0007980,204596.87,204596.87,0
91,PAYMENT,591.43,4813020189958751,2378145.25,2377553.82,99-0007906,144464.26,145055.69,0
44,PAYMENT,3421.58,4094776165593355,2630223.02,2626801.44,67-0001032,181929.37,185350.95,0
49,TRANSFER,16866.78,4422340209731621,3779404.81,3762538.03,4637753286305807,17042.61,33909.39,1
131,TRANSFER,23508.81,4746842000529848,1199446.32,1175937.5,4828058561655390,35162.68,58671.5,0
37,TRANSFER,17741.8,4014127198405869,3251064.19,3233322.39,4924622956912998,84104.95,101846.74,0
110,TRANSFER,17042.61,4208106695562287,1019655.71,1002613.1,4008227685332119,61093.03,78135.64,0
130,TRANSFER,16932.15,4367521952898009,3086860.79,3069928.64,4472558693726893,147531.98,164464.13,0
44,TRANSFER,24183.71,4897326195323396,4947882.46,4923698.75,4277492203371791,0.0,24183.71,1
45,WITHDRAWAL,87585.15,4946296789701292,3792962.77,3705377.62,24-0005630,68258.7,68258.7,0
139,PAYMENT,554.38,4459990042995654,4112272.78,4111718.4,32-0002194,278578.17,279132.54,0
25,TRANSFER,17741.8,4106286585870116,4320533.6,4302791.8,4550001950263842,0.0,17741.8,0
11,TRANSFER,28344.29,4995956384439586,241133.27,212788.98,4145012388989348,21926.23,50270.52,0
38,TRANSFER,24741.79,4409886479569536,3432880.27,3408138.47,4974975241518841,17062.9,41804.7,0
85,PAYMENT,648.89,4846064423910484,3232139.95,3231491.07,60-0008665,103391.59,104040.48,0
99,PAYMENT,557.82,4985161921012762,803952.86,803395.04,71-0006215,193805.17,194363.0,0
19,WITHDRAWAL,155577.35,4053893461799963,3437312.86,3281735.52,87-0006617,7970.12,7970.12,0
92,PAYMENT,610.29,4751298866096129,2890493.22,2889882.93,12-0000476,145037.07,145647.36,0
44,DEPOSIT,149198.47,4783573936603092,3196799.45,3345997.91,88-0004674,178881.5,178881.5,0
88,TRANSFER,23485.07,4116082124988479,2166684.46,2143199.39,4754930627055997,37041.67,60526.74,0
121,TRANSFER,16973.75,4742918191508371,3771372.1,3754398.35,4035467500082609,16825.05,33798.8,0
36,PAYMENT,506.67,4523396809117759,3190033.62,3189526.95,86-0009372,92155.38,92662.05,0
13,DEPOSIT,77749.77,4897955067164858,2218386.52,2296136.29,56-0000476,18329.08,18329.08,0
110,PAYMENT,599.37,4403647063808284,2517180.11,2516580.74,45-0001234,148249.37,148848.74,0
52,PAYMENT,544.03,4089901004313511,2762355.07,2761811.04,24-0002701,234319.75,234863.78,0
42,DEPOSIT,257534.33,4412691744300674,3088837.16,3346371.49,94-0007973,93322.84,93322.84,0
88,PAYMENT,497.7,4071049052671842,1952407.03,1951909.33,73-0009811,104976.67,105474.37,0
127,PAYMENT,596.69,4226303279666992,1759675.42,1759078.73,24-0001014,135293.21,135889.9,0
35,PAYMENT,607.36,4758077436876472,4053391.21,4052783.85,39-0001704,15198.53,15805.89,0
24,DEPOSIT,285159.67,4471592823799737,4648203.16,4933362.83,53-0009665,33073.35,33073.35,0
102,PAYMENT,548.29,4590896810121953,2696057.8,2695509.51,32-0009567,60579.86,61128.15,0
42,TRANSFER,17298.25,4918518481615403,2369938.76,2352640.51,4752352745134798,0.0,17298.25,1
56,PAYMENT,604.14,4703826337371231,3579449.9,3578845.77,34-0002323,108474.03,109078.17,0
140,DEPOSIT,148976.83,4294001135762297,3434924.95,3583901.78,03-0005394,137338.86,137338.86,0
22,PAYMENT,517.93,4799852780185956,2722530.27,2722012.34,54-0002564,12802.24,13320.17,0
39,TRANSFER,698576.29,4741135282619360,3238544.11,2539967.82,4913844367733119,20384.54,718960.83,0
132,TRANSFER,74591.0,4373130181969318,-97458.24,-97458.24,4541366346668638,27176.7,27176.7,1
105,PAYMENT,514.12,4604755169173821,4366552.13,4366038.01,24-0009568,132483.59,132997.71,0
143,DEPOSIT,40960.06,4788506575011982,3781375.38,3822335.44,81-0004363,237496.81,237496.81,0
98,TRANSFER,17005.96,4212490373216935,3356089.91,3339083.95,4561415719146501,0.0,17005.96,0
22,WITHDRAWAL,181030.16,4554680852135806,4300940.15,4119909.99,88-0008837,9935.64,9935.64,0
69,TRANSFER,39319.12,4244113887143468,2311990.16,2272671.04,4639907731717440,33783.34,73102.46,0
42,DEPOSIT,33618.72,4521975685663887,3425697.93,3459316.66,55-0003779,67861.21,67861.21,0
107,PAYMENT,566.7,4442341340743612,2786304.85,2785738.15,25-0002130,156931.01,157497.71,0
141,TRANSFER,16866.78,4263490611428316,2785606.5,2768739.72,4657034157751675,0.0,16866.78,1
23,TRANSFER,16840.63,4742918191508371,4256003.17,4239162.55,4415398844475599,24711.79,41552.41,0
139,DEPOSIT,126943.4,4229796279213383,3073627.82,3200571.22,86-0003535,130321.6,130321.6,0
23,DEPOSIT,251483.09,4260780079086868,3159823.31,3411306.4,78-0002041,66253.52,66253.52,0
83,TRANSFER,24615.56,4765378784408889,1853631.09,1829015.53,4415522489753248,114325.75,138941.31,0
95,PAYMENT,595.92,4486758800444018,3507867.56,3507271.64,93-0002160,133399.55,133995.47,0
143,DEPOSIT,140054.56,4670030695484525,4359270.74,4499325.31,10-0001526,309795.03,309795.03,0
142,TRANSFER,17005.96,4973048467169698,3316142.63,3299136.67,4745240784909107,0.0,17005.96,0
127,TRANSFER,16886.39,4099559438420308,5112805.02,5095918.63,4245192035200502,136407.9,153294.29,1
35,TRANSFER,28135.88,4089837505078866,2946010.74,2917874.87,4865435973738044,0.0,28135.88,1
70,TRANSFER,18533.84,4536526347185570,3521037.82,3502503.98,4617477986919667,25271.98,43805.82,0
19,DEPOSIT,122513.72,4424176898132277,2795065.2,2917578.92,66-0007049,52824.18,52824.18,0
138,DEPOSIT,172517.98,4321894058513672,2309704.0,2482221.98,33-0007074,134462.32,134462.32,0
129,PAYMENT,498.34,4297828429375692,1190575.34,1190077.0,98-0003251,144610.29,145108.63,0
46,PAYMENT,609.99,4927524531438480,4329953.38,4329343.38,52-0009377,117327.12,117937.11,0
138,DEPOSIT,94743.35,4970159974932560,2126876.4,2221619.74,65-0000165,197271.27,197271.27,0
92,PAYMENT,538.96,4823284797675599,916679.39,916140.43,68-0000536,148660.59,149199.55,0
47,TRANSFER,21103.99,4086566017078915,4298021.04,4276917.05,4514258297076726,0.0,21103.99,0
10,DEPOSIT,25149.26,4526027231183476,1998561.98,2023711.24,43-0003793,5714.78,5714.78,0
110,TRANSFER,21966.03,4940052298289832,3711783.74,3689817.71,4065224113385116,0.0,21966.03,0
37,PAYMENT,600.61,4175958396236077,2997869.65,2997269.04,95-0000593,44650.15,45250.76,0
37,WITHDRAWAL,44994.47,4493340752514477,4140285.99,4095291.51,85-0006334,58226.48,58226.48,0
50,PAYMENT,602.84,4247037553739399,3555049.74,3554446.9,31-0007971,97674.15,98276.98,0
143,PAYMENT,579.7,4184365722055164,4302508.99,4301929.29,50-0000116,489409.46,489989.16,0
35,DEPOSIT,134686.61,4462869133813262,2143399.69,2278086.3,31-0007710,25361.8,25361.8,0
113,PAYMENT,596.98,4516799059083341,2765385.71,2764788.74,10-0005373,236580.08,237177.05,0
141,DEPOSIT,185627.87,4679211598130289,2916562.67,3102190.54,46-0008640,104557.31,104557.31,0
27,TRANSFER,43937.56,4887441540531684,2966291.6,2922354.04,4159479479868611,93165.07,137102.64,0
39,WITHDRAWAL,32137.41,4918812373908509,-9138.53,-9138.53,35-0005489,30749.67,30749.67,0
85,PAYMENT,601.17,4203713056544864,2542922.63,2542321.46,78-0002041,123324.55,123925.72,0
40,DEPOSIT,305364.25,4220255953778327,3279792.48,3585156.72,81-0009279,192388.18,192388.18,0
64,PAYMENT,602.84,4480249066654538,2962497.65,2961894.81,51-0007414,99200.42,99803.25,0
38,PAYMENT,730.0,4281894376483440,4537977.96,4537247.96,27-0005332,65578.88,66308.88,0
138,PAYMENT,620.5,4764676728347027,1998745.13,1998124.64,26-0009178,210320.61,210941.1,0
42,PAYMENT,499.43,4700142373397137,4091694.53,4091195.1,39-0003157,202695.77,203195.2,0
139,DEPOSIT,150462.74,4156836484203337,2719549.25,2870011.98,62-0007587,248427.14,248427.14,0
13,DEPOSIT,161065.57,4098216367986020,3327823.44,3488889.01,92-0000315,5281.61,5281.61,0
55,PAYMENT,577.15,4710670166251986,3121192.79,3120615.65,76-0002371,134042.38,134619.52,0
81,PAYMENT,592.71,4216931503680447,2194112.35,2193519.64,25-0009501,149182.41,149775.12,0
44,TRANSFER,18305.03,4188359274708367,3442279.03,3423974.0,4928485829599079,0.0,18305.03,1
16,PAYMENT,534.24,4710951123415108,1700373.06,1699838.82,94-0007973,16132.44,16666.68,0
142,PAYMENT,498.01,4561135460779173,1055470.42,1054972.41,95-0009587,188091.65,188589.66,0
26,WITHDRAWAL,101536.55,4371817192285724,4417966.03,4316429.48,65-0005653,39965.41,39965.41,0
117,TRANSFER,17062.9,4338617471094264,2571647.09,2554584.19,4299642828148727,0.0,17062.9,0
129,TRANSFER,17651.28,4497916392365333,3234546.65,3216895.37,4905463637395482,101795.54,119446.81,0
16,TRANSFER,21583.63,4673409347530496,2829921.46,2808337.83,4955346631092883,54633.78,76217.41,0
141,TRANSFER,16886.39,4731429889061676,1243914.15,1227027.76,4246895348693184,40657.38,57543.77,0
94,PAYMENT,778.66,4768567600148771,2168799.58,2168020.92,58-0005254,105195.79,105974.45,0
44,WITHDRAWAL,49988.24,4526993399408759,3773877.93,3723889.68,23-0003038,94023.9,94023.9,0
117,TRANSFER,17108.16,4149543228812957,2212532.22,2195424.06,4176890183973134,111611.08,128719.24,1
35,DEPOSIT,99125.31,4007190340600471,4009151.95,4108277.26,34-0001771,76194.44,76194.44,0
77,TRANSFER,41940.4,4941004637413549,3231459.89,3189519.49,4587574525273683,156620.6,198561.0,0
21,PAYMENT,583.51,4369259523354230,2825143.13,2824559.62,73-0005480,60270.07,60853.57,0
60,PAYMENT,730.0,4347933535560649,3197676.85,3196946.86,44-0003021,99409.85,100139.85,0
17,PAYMENT,8540.47,4576023916879107,3910727.57,3902187.09,33-0006754,8937.74,17478.22,0
99,TRANSFER,16945.23,4229786288918973,3353269.93,3336324.7,4891070373989026,0.0,16945.23,0
66,PAYMENT,577.15,4455647243022894,1152496.47,1151919.32,48-0001910,362095.35,362672.5,0
139,DEPOSIT,143457.3,4788256581407457,3039572.92,3183030.22,95-0000689,152390.38,152390.38,0
117,TRANSFER,17847.4,4234047521557505,1854197.6,1836350.2,4855080178445029,0.0,17847.4,0
116,PAYMENT,584.73,4896191693621498,3032697.11,3032112.39,85-0002849,145153.13,145737.86,0
44,PAYMENT,1019.73,4610492982427786,3777332.18,3776312.45,82-0002293,67032.46,68052.19,0
124,TRANSFER,23595.46,4528996457206138,1240329.81,1216734.36,4405090193542713,55122.0,78717.45,0
49,TRANSFER,20555.84,4538812829354035,4029341.82,4008785.98,4625856625916590,27126.37,47682.21,1
139,WITHDRAWAL,87195.39,4388753807895220,3109967.53,3022772.14,56-0007629,198813.48,198813.48,0
30,TRANSFER,17259.03,4353927004809348,3089522.55,3072263.52,4008589831998279,19585.15,36844.17,0
120,PAYMENT,599.11,4732222693354463,2067245.95,2066646.84,13-0004309,332200.27,332799.38,0
37,PAYMENT,600.22,4703617696724684,2283308.19,2282707.98,40-0004934,135268.25,135868.47,0
119,TRANSFER,18121.98,4575644207866981,4206048.51,4187926.54,4326724839692252,0.0,18121.98,1
137,DEPOSIT,39557.55,4353221051057526,785105.88,824663.42,10-0004136,158358.63,158358.63,0
76,TRANSFER,19766.82,4026209292114013,3635262.34,3615495.52,4235247107291276,0.0,19766.82,0
2,TRANSFER,73580.28,4325705305719654,16178.01,-57402.27,4375602761296575,76.23,73656.51,0
107,TRANSFER,32949.05,4110355089006511,3205114.21,3172165.16,4727556258697940,0.0,32949.05,0
8,DEPOSIT,29471.61,4434560920697134,933717.62,963189.23,30-0007290,3536.14,3536.14,0
132,PAYMENT,613.2,4897757179439990,1832768.16,1832154.96,53-0003001,230995.54,231608.74,0
76,PAYMENT,535.0,4610527518377847,1675711.7,1675176.71,59-0007550,174758.32,175293.32,0
44,PAYMENT,603.46,4995765754733613,4004448.85,4003845.39,12-0002532,55748.92,56352.38,0
135,PAYMENT,566.49,4766798893606231,2852176.33,2851609.85,43-0006126,113645.34,114211.82,0
72,PAYMENT,538.96,4737029079696788,2664527.38,2663988.42,71-0004903,262417.1,262956.06,0
36,DEPOSIT,73428.97,4616904317007392,3734522.74,3807951.71,52-0005683,166621.69,166621.69,0
141,DEPOSIT,210241.59,4181048885484933,3489527.15,3699768.74,91-0007551,86050.62,86050.62,0
43,WITHDRAWAL,131400.07,4159011249245851,3102518.15,2971118.09,12-0001092,110540.72,110540.72,0
37,WITHDRAWAL,104368.07,4033970218420724,4092449.53,3988081.46,84-0005016,145833.78,145833.78,0
78,PAYMENT,614.73,4224660494416996,1181015.96,1180401.23,86-0003759,246829.46,247444.19,0
15,DEPOSIT,161325.12,4487753269620249,1603628.86,1764953.98,00-0000513,12151.32,12151.32,0
91,TRANSFER,40706.86,4919512946673692,1417000.98,1376294.12,4880095143887666,20661.25,61368.11,0
64,PAYMENT,642.4,4049616125746931,4621830.08,4621187.68,06-0008996,147106.68,147749.08,0
126,TRANSFER,16989.35,4311861935684150,1476909.16,1459919.8,4771774493582570,0.0,16989.35,0
86,PAYMENT,553.88,4264238534512917,1311869.34,1311315.46,57-0000653,105341.53,105895.41,0
109,PAYMENT,568.8,4669612449667456,2615142.65,2614573.85,54-0006155,160231.83,160800.63,0
11,TRANSFER,16848.95,4222630558370969,2536086.73,2519237.79,4125995193872630,17062.9,33911.85,0
143,PAYMENT,536.19,4630995657264264,5641235.48,5640699.3,56-0009971,136353.14,136889.33,0
66,TRANSFER,18828.03,4099559438420308,4762411.28,4743583.25,4245368715061147,46501.48,65329.5,0
66,TRANSFER,19220.28,4990789561828833,1483203.19,1463982.91,4756400345691125,0.0,19220.28,0
68,PAYMENT,574.56,4237929123555044,3390101.14,3389526.58,86-0009587,135295.48,135870.04,0
36,WITHDRAWAL,135550.54,4047304944418493,4315886.98,4180336.45,35-0009790,39930.89,39930.89,0
35,DEPOSIT,61787.93,4565752786856240,3443970.47,3505758.39,24-0001489,72393.24,72393.24,0
111,TRANSFER,16832.67,4731395854602861,2621841.97,2605009.3,4347361438177834,0.0,16832.67,0
42,WITHDRAWAL,85677.97,4609949045994741,4390401.79,4304723.82,50-0005817,195069.49,195069.49,0
98,TRANSFER,39513.29,4879310898220366,76740.56,37227.27,4480002310720641,0.0,39513.29,0
42,DEPOSIT,123724.24,4369029403376698,2742135.79,2865860.03,57-0000705,75516.91,75516.91,0
138,PAYMENT,566.7,4798634689780827,2979153.06,2978586.36,84-0009485,281633.69,282200.39,0
15,DEPOSIT,184469.76,4071175535076034,3160797.4,3345267.16,74-0002595,16816.51,16816.51,0
76,TRANSFER,107742.55,4827039177655629,1942153.92,1834411.36,4362778868158879,91383.02,199125.57,0
109,PAYMENT,588.5,4030324034832170,2590986.56,2590398.06,99-0004907,175184.3,175772.79,0
97,PAYMENT,498.01,4900285244543468,2869624.25,2869126.24,58-0009436,149903.64,150401.65,0
138,WITHDRAWAL,70030.77,4842280862349760,3208274.84,3138244.07,53-0006259,259711.1,259711.1,0
47,DEPOSIT,73911.46,4757251309729370,3575487.99,3649399.44,60-0003115,142780.25,142780.25,0
73,PAYMENT,681.33,4989405515959722,3461441.83,3460760.5,63-0005036,158367.27,159048.6,0
9,PAYMENT,730.0,4700258473366390,1200129.14,1199399.14,50-0009047,1778.49,2508.49,0
8,DEPOSIT,255594.52,4147352496948671,1170578.09,1426172.61,61-0004420,3012.77,3012.77,0
18,TRANSFER,28718.15,4746842000529848,3174770.01,3146051.86,4506224136588297,0.0,28718.15,0
7,DEPOSIT,147526.74,4846048551161101,118545.27,266072.01,63-0007774,1148.17,1148.17,0
136,TRANSFER,39246.31,4039901127530083,521837.4,482591.09,4586478067999732,0.0,39246.31,0
11,TRANSFER,32949.05,4040725119671291,323530.87,290581.82,4008227685332119,72240.42,105189.47,1
71,TRANSFER,16825.05,4723620350423029,3248195.06,3231370.01,4266876282743214,0.0,16825.05,1
68,PAYMENT,546.26,4918518481615403,2118678.13,2118131.88,55-0008828,186647.53,187193.79,0
24,DEPOSIT,130327.26,4004129779370001,3175699.1,3306026.36,58-0001635,25210.77,25210.77,0
126,TRANSFER,16919.78,4989405515959722,3219741.97,3202822.19,4809582309369827,39431.15,56350.93,0
115,TRANSFER,83799.76,4177655828082065,11082.14,11082.14,4309232468948046,41057.9,41057.9,0
45,PAYMENT,12124.96,4281894376483440,4503382.84,4491257.88,76-0005416,168136.36,180261.32,0
94,PAYMENT,583.51,4586248803601904,3272445.94,3271862.43,61-0003976,82235.71,82819.22,0
24,WITHDRAWAL,109232.54,4659777655921483,2981042.13,2871809.59,40-0001641,33392.71,33392.71,0
106,TRANSFER,17389.78,4828310591571869,2258134.65,2240744.87,4699930129697518,0.0,17389.78,0
79,TRANSFER,16817.74,4756235286302179,2466607.91,2449790.16,4575114176575096,33929.0,50746.74,0
53,PAYMENT,625.71,4596107834458155,4088038.6,4087412.89,45-0007844,100314.16,100939.87,0
142,PAYMENT,8284.33,4975421473782028,3786170.09,3777885.77,01-0006400,240699.55,248983.88,0
31,PAYMENT,575.42,4108518137749861,2022620.19,2022044.77,98-0008752,38288.24,38863.66,0
109,TRANSFER,39281.13,4481555861199456,1315225.62,1275944.48,4421062295795754,0.0,39281.13,0
91,TRANSFER,73538.57,4086549041423448,657155.67,583617.1,4270864083153738,80001.3,153539.87,0
139,WITHDRAWAL,172756.16,4837275828171040,4729135.02,4556378.86,20-0007953,231645.42,231645.42,0
123,TRANSFER,39431.15,4576941162522404,1971172.67,1931741.52,4419460699532001,258216.09,297647.24,0
143,WITHDRAWAL,217245.45,4894917057852655,2163613.64,1946368.19,22-0000361,143678.95,143678.95,0
76,TRANSFER,24711.79,4522125065946119,2621256.55,2596544.76,4092430198480519,0.0,24711.79,0
44,PAYMENT,3870.65,4883318728425323,4519283.72,4515413.07,93-0004638,190390.58,194261.23,0
63,PAYMENT,556.85,4321076750203949,3873842.74,3873285.89,31-0005895,87180.52,87737.37,0
105,PAYMENT,632.66,4125274885699929,1391856.0,1391223.34,84-0001721,206133.54,206766.21,0
73,TRANSFER,19621.48,4673409347530496,2698847.55,2679226.07,4418095175331097,0.0,19621.48,1
17,DEPOSIT,374894.57,4416152713554136,3803706.14,4178600.71,04-0007322,6418.63,6418.63,0
56,TRANSFER,19769.43,4661381402333492,1886608.63,1866839.2,4470083032186131,25580.6,45350.03,0
37,PAYMENT,11048.84,4586248803601904,3290016.79,3278967.95,91-0000700,123115.18,134164.02,0
40,WITHDRAWAL,47460.47,4454291728227941,1735395.76,1687935.29,43-0004902,94251.15,94251.15,0
85,TRANSFER,19769.43,4619183824483910,1836579.65,1816810.22,4647821749837167,17651.28,37420.71,0
41,DEPOSIT,147127.43,4630995657264264,5131410.42,5278537.86,44-0000547,266535.54,266535.54,0
68,TRANSFER,19631.62,4751316402526548,3216697.61,3197065.99,4252534911386717,58165.09,77796.71,0
24,DEPOSIT,206180.9,4057439624151399,3434502.11,3640683.01,61-0005826,76954.22,76954.22,0
41,TRANSFER,24018.82,4530268977160229,4344311.19,4320292.37,4347109603171250,0.0,24018.82,0
86,PAYMENT,576.64,4104007878502402,3264350.94,3263774.3,65-0008439,43927.3,44503.95,0
29,TRANSFER,16848.95,4131698813992406,2352880.56,2336031.62,4505154640905185,150515.22,167364.17,1
9,DEPOSIT,92909.34,4761027314697420,1550589.82,1643499.16,37-0008671,5448.03,5448.03,0
140,TRANSFER,693881.15,4761505023083172,2624830.31,1930949.17,4804448292778819,463515.74,1157396.88,0
76,TRANSFER,19220.28,4909624304185037,892054.15,872833.87,4680684116752395,43244.2,62464.48,1
14,WITHDRAWAL,126089.7,4506354495537872,3908041.39,3781951.7,99-0000322,9815.75,9815.75,0
107,PAYMENT,602.25,4689459020037584,-94149.39,-94751.63,73-0009224,135679.89,136282.14,0
138,PAYMENT,632.66,4664990722570430,4133524.67,4132892.0,99-0001969,194013.68,194646.35,0
73,TRANSFER,17389.78,4703522567226712,1304281.84,1286892.06,4741403126138066,59545.83,76935.61,0
1,DEPOSIT,104227.15,4352443184487823,17860.4,122087.56,11-0001482,0.0,0.0,0
24,PAYMENT,581.49,4549940313109545,4040801.63,4040220.14,48-0003006,56657.27,57238.76,0
73,TRANSFER,19733.6,4725093427582037,2872887.78,2853154.18,4818573479586927,18533.84,38267.44,0
